guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
a07d0083-5498-3213-a088-c646e5db10c9;B;ETQ Accelerates Growth, Meets Rising Demand for Automated Quality Management in Fourth Quarter 2023;ETQ, part of Hexagon, today announced that it achieved significant growth in the fourth quarter of 2023, helping a growing base of customers meet their enterprise-wide quality goals and boost efficiency, safety and productivity through the use of ETQ Reliance® quality management system (QMS). The company also announced strategic partnerships that expand the impact of optimal quality across the enterprise, as well as participation in industry events to help shape the future of data-driven quality;Mon, 05 Feb 2024 14:20:00 +0000;B_2024-02-05;0.9678;0.2732
9a870a79-832e-3dbb-8fb3-e978ff1581aa;B;Barnes Group Inc. (NYSE:B) Shares Could Be 23% Below Their Intrinsic Value Estimate;Key Insights Barnes Group's estimated fair value is US$43.21 based on 2 Stage Free Cash Flow to Equity Barnes Group is...;Thu, 01 Feb 2024 10:56:42 +0000;B_2024-02-01;0.7906;0.5574
6c175aa4-ee07-30ff-9f5e-34491b731bc8;B;Can Barnes Group Inc.'s (NYSE:B) Weak Financials Pull The Plug On The Stock's Current Momentum On Its Share Price?;Barnes Group (NYSE:B) has had a great run on the share market with its stock up by a significant 6.0% over the last...;Mon, 15 Jan 2024 14:24:15 +0000;B_2024-01-15;0.7964;-0.1779
d21339aa-6e3f-358e-8541-aed78c009e66;B;Barnes Announces Sale of Associated Spring™ and Hänggi™ Businesses as Part of Continued Portfolio Optimization and Long-term Profitable Growth Strategy;BRISTOL, Conn., January 11, 2024--Barnes Group Inc. (NYSE: B), a global provider of highly engineered products, differentiated industrial technologies, and innovative solutions, today announced that it has entered into a definitive agreement to sell its Associated Spring™ and Hänggi™ businesses to One Equity Partners. The transaction is valued at $175 million, inclusive of a $15 million seller promissory note due in 24 months. Expected net cash proceeds of $150 million will be used to reduce deb;Thu, 11 Jan 2024 11:00:00 +0000;B_2024-01-11;0.891;0.7964
513b4b32-b31d-385b-b5f0-1d7a74ef4712;R;Is Ryder System (R) a Great Value Stock Right Now?;Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.;Tue, 16 Apr 2024 13:40:16 +0000;R_2024-04-16;0.9081;0.7579
fec8793a-b857-3830-90e7-7dd43b222d27;R;Ryder (R) Touches 52-Week High: What's Driving the Stock?;Ryder (R) expects first-quarter 2024 adjusted earnings per share in the range of $1.55-$1.80.;Fri, 05 Apr 2024 15:53:00 +0000;R_2024-04-05;0.296;0.0
285ded39-3422-3911-af68-1bf73245792e;R;25 Biggest Trucking Companies in the US;In this article, we will look into the 25 biggest trucking companies in the US. If you want to skip our detailed analysis, you can go directly to the 5 Biggest Trucking Companies in the US. US Trucking Market The US trucking industry plays a vital role in the US economy. According to the American […];Thu, 28 Mar 2024 22:05:48 +0000;R_2024-03-28;0.5423;0.0
cb038684-c365-3954-8a75-bb5e084777a2;R;Zacks Industry Outlook Highlights Ryder System and The Greenbrier Companies;Ryder System and The Greenbrier Companies are part of the Zacks Industry Outlook article.;Thu, 28 Mar 2024 12:34:00 +0000;R_2024-03-28;0.0;0.0
a8bafa01-0090-373a-8f28-763c92d1ee25;R;Logistics Firms Double Down on US-Mexico Nearshoring;Echo Global Logistics, Ryder Systems and Maersk have all made recent investments into operations in cross-border U.S.-Mexico trade.;Wed, 27 Mar 2024 17:17:12 +0000;R_2024-03-27;0.0;0.0
f4544d3f-8f94-3f9a-8c35-4c3f880d5fd5;R;2 Dividend-Paying Transport Equipment & Leasing Stocks to Watch;Here we pick two stocks, Ryder (R) and Greenbrier (GBX), from the Transportation - Equipment and Leasing industry, with a solid five-year dividend growth history.;Wed, 27 Mar 2024 14:27:00 +0000;R_2024-03-27;0.4939;0.0
ddac6912-0b3c-38be-a0ea-db524069fd75;R;Ryder First Quarter 2024 Earnings Conference Call Scheduled for April 23, 2024;MIAMI, March 26, 2024--Ryder System, Inc. (NYSE: R), a leader in supply chain, dedicated transportation, and fleet management solutions, today provided details regarding its conference call scheduled for Tuesday, April 23, 2024 at 11:00 a.m. Eastern Time. During the call, management will review first quarter 2024 results. The call will be webcast over the internet.;Tue, 26 Mar 2024 10:55:00 +0000;R_2024-03-26;0.5719;0.0
a8638b89-ae3e-35d8-91f7-33a688f77965;R;Ryder (R) Gains From Dividends, Buybacks Amid High Capex;While shareholder-friendly measures adopted by Ryder (R) look encouraging, high capital expenditures and weak liquidity position are concerning.;Tue, 19 Mar 2024 15:31:00 +0000;R_2024-03-19;0.128;0.34
7f7645c8-ac9c-37e2-8bda-fc9f0673a085;R;Ryder Honors Top-Performing Mexican Trucking Companies;MIAMI, March 19, 2024--Ryder System, Inc. (NYSE: R), a leader in supply chain, dedicated transportation, and fleet management solutions, presented its Service Excellence Awards to top-performing carriers at its 14th annual Mexican Carrier Recognition event. Twenty-four Mexican trucking companies were recognized for their excellence in several key performance areas, including on-time performance, customer service, safety and security, and continuous improvement throughout 2023.;Tue, 19 Mar 2024 10:55:00 +0000;R_2024-03-19;0.9723;0.5106
d1982b80-13ec-36e3-be75-1b9c52206dfd;R;"Ryder Leaders Honored as ""Top Women to Watch in Transportation"" in 2024";"MIAMI, March 11, 2024--Ryder System, Inc. (NYSE: R), a leader in supply chain, dedicated transportation, and fleet management solutions, announces two of its leaders were named to the 2024 list of ""Top Women to Watch in Transportation"" by the Women In Trucking Association (WIT). The annual list celebrates notable women leaders in the industry for their significant career accomplishments in the last year, as well as their ongoing advocacy to improve gender diversity within their own companies and";Mon, 11 Mar 2024 13:20:00 +0000;R_2024-03-11;0.9325;0.6808
f819a034-243b-3af0-9374-e843a77fc859;R;Ryder Executive Vice President & CFO to Address J.P. Morgan 2024 Industrials Conference;MIAMI, March 05, 2024--Ryder Executive Vice President & CFO to address J.P. Morgan 2024 Industrials Conference;Tue, 05 Mar 2024 11:55:00 +0000;R_2024-03-05;0.0;0.0
85a26192-b1f7-369e-b0d6-a984fec15694;R;Ryder opens new logistics center in Texas amid US-Mexico trade boom;Ryder has opened a new logistics center in Laredo, Texas, as trade continues to expand between the U.S. and Mexico. The post Ryder opens new logistics center in Texas amid US-Mexico trade boom appeared first on FreightWaves.;Wed, 21 Feb 2024 16:00:47 +0000;R_2024-02-21;0.3182;0.0
e6a92ceb-1a8c-398d-9621-459cc11d8265;R;Ryder Expands Cross-Border Footprint in U.S. and Mexico to Support Growth in Nearshoring;MIAMI, February 21, 2024--Ryder System, Inc. (NYSE: R), a leader in supply chain, dedicated transportation, and fleet management solutions, announces the opening of a new logistics operation in Laredo, Texas and the expansion of its drayage yard in Nuevo Laredo, Mexico. The ports of Laredo and Nuevo Laredo now comprise the top inland transborder trade port between the United States and Mexico, after Mexico’s rise to the number one spot among U.S. trading partners last year. Ryder’s new and expan;Wed, 21 Feb 2024 11:55:00 +0000;R_2024-02-21;0.8225;0.6908
bdce3251-a37c-38aa-a422-568b31e3a8c5;R;Ryder (R) Q4 Earnings & Revenues Beat Estimates, Down Y/Y;Ryder's (R) fourth-quarter 2023 earnings and revenues decrease year over year.;Fri, 16 Feb 2024 18:24:00 +0000;R_2024-02-16;0.0;0.0
e2cadff1-1e8c-392f-b318-31269b6b2edb;R;Zacks Value Trader Highlights: The Progressive, Ryder System, East West Bancorp, Intel and Hewlett Packard;The Progressive, Ryder System, East West Bancorp, Intel and Hewlett Packard are part of the Zacks Value Trader article.;Fri, 16 Feb 2024 13:05:00 +0000;R_2024-02-16;0.34;0.34
33a85c47-802f-321b-9ffa-b3ac14571ebd;R;5 Years Later: Lessons from Buy and Hold Investing;What if you bought 5 value stocks with growth that also paid dividends in 2018 and held them for 5 years?;Thu, 15 Feb 2024 21:32:00 +0000;R_2024-02-15;0.6124;0.0
a91df9c8-a230-3e90-a04a-9d70c5b70607;R;Ryder System, Inc. (NYSE:R) Q4 2023 Earnings Call Transcript;Ryder System, Inc. (NYSE:R) Q4 2023 Earnings Call Transcript February 14, 2024 Ryder System, Inc. beats earnings expectations. Reported EPS is $2.95, expectations were $2.75. Ryder System, Inc. isn’t one of the 30 most popular stocks among hedge funds at the end of the third quarter (see the details here). Operator: Good morning, and welcome […];Thu, 15 Feb 2024 15:02:48 +0000;R_2024-02-15;0.8399;0.0
cc23636e-40ae-3378-9077-a7482eee4875;R;Ryder CEO to Address Citi's 2024 Global Industrial Tech and Mobility Conference;MIAMI, February 15, 2024--Ryder System, Inc. (NYSE: R) Chairman & CEO Robert Sanchez to address Citi's 2024 Global Industrial Tech and Mobility Conference.;Thu, 15 Feb 2024 11:55:00 +0000;R_2024-02-15;0.0;0.0
7f9806db-427e-3f5a-9f9d-5fef10be3258;R;Q4 2023 Ryder System Inc Earnings Call;Q4 2023 Ryder System Inc Earnings Call;Thu, 15 Feb 2024 08:35:57 +0000;R_2024-02-15;0.0;0.0
626f4da7-bea8-3c8d-a317-768b6acf7a43;R;Auto & Transport Roundup: Market Talk;Gain insight on Ryder System, North American freight-railroad traffic, Wizz Air, and more in the latest Market Talks covering the Auto and Transport sector.;Wed, 14 Feb 2024 22:10:00 +0000;R_2024-02-14;0.5267;0.0
66083225-8332-3e15-8d67-cc5d3547a582;J;Jacobs Named as Supplier of Cyber Security Services to UK Ministry of Defence;Jacobs (NYSE:J) was named as a prime supplier of cutting-edge cyber security solutions to the U.K. Ministry of Defence (MOD).;Thu, 18 Apr 2024 07:00:00 +0000;J_2024-04-18;0.5423;0.4215
5488df43-016c-3c54-88ab-5d43bd3fb285;J;Jacobs to Design Miami-Dade Wastewater Treatment Plant Expansion and Upgrades;Jacobs (NYSE: J) was selected by the Miami-Dade County Water and Sewer Department (WASD) to design upgrades for the county's three wastewater treatment plants benefitting nearly 2.4 million residents and hundreds of thousands of visitors each year.;Tue, 09 Apr 2024 11:45:00 +0000;J_2024-04-09;0.4404;0.0
5ae3eb17-e4e1-35a3-810c-c64a6a4b3d80;J;Jacobs to Hold Its Fiscal Second Quarter 2024 Earnings Conference Call and Webcast;Jacobs (NYSE:J) plans to release its fiscal second quarter 2024 earnings results before market open on Tuesday, May 7, 2024, and will host a conference call at 10:00 a.m. ET, during which management will make a presentation focusing on the company's results and operating trends.;Tue, 09 Apr 2024 11:45:00 +0000;J_2024-04-09;0.0;0.0
1ae2fd38-bdaa-386d-9364-38cbcb9f7ad6;J;Jacobs Joint Venture Named Amtrak's Delivery Partner for Frederick Douglass Tunnel Program;Jacobs (NYSE:J), operating under a joint venture with AECOM, was selected as Amtrak's Delivery Partner for the Frederick Douglass Tunnel program, one of the largest national transportation infrastructure investments. The joint venture team will provide program and construction management services from contract initiation through service commissioning.;Mon, 08 Apr 2024 11:00:00 +0000;J_2024-04-08;0.0;0.0
c7444ac2-c94c-329f-8cc2-774117a365ae;J;Jacobs Awarded Federal Emergency Management Agency Response and Recovery Contract;Jacobs (NYSE:J), the managing partner for a joint venture (JV) between Jacobs and CDM Smith, was awarded a Public Assistance Technical Assistance Contract V (PA TAC V) for continued support of the U.S. Department of Homeland Security's Federal Emergency Management Agency's (FEMA) mission. Through site inspection, field support, technical evaluation and cost analysis, Jacobs will continue to provide hazard mitigation strategies to re-build communities and critical infrastructure following disaste;Thu, 04 Apr 2024 11:45:00 +0000;J_2024-04-04;0.4939;0.0258
892932b1-ab81-3098-8596-cc66f00f9071;J;Jacobs Announces CFO Transition;Jacobs Solutions Inc. (NYSE: J) today announced that Kevin Berryman, previously President and Chief Financial Officer and currently Special Advisor to Jacobs' Chief Executive Officer Bob Pragada, has been appointed interim Chief Financial Officer effective March 29, 2024. Berryman succeeds Claudia Jaramillo who is departing the Company to pursue other opportunities. Jacobs has initiated a search for a permanent CFO with the assistance of an executive search firm.;Mon, 01 Apr 2024 12:50:00 +0000;J_2024-04-01;0.9062;0.0
e071c977-d4f1-30b4-ab44-94fd8b740991;J;Jacobs Appointed to UK's United Utilities Strategic Solutions Framework until 2035;Jacobs (NYSE: J) has been selected by United Utilities, one of the U.K.'s largest listed water companies, to its Strategic Solutions Team (SST) to support program optimization for major capital works through the asset management period (AMP8), which runs from 2025 to 2030, and asset management period 9 (AMP9) which runs from 2030 to 2035.;Mon, 18 Mar 2024 08:00:00 +0000;J_2024-03-18;0.9153;0.5423
c8362c37-4384-31a4-8da9-36055c6bd833;J;Jacobs Secures MacDill Air Force Base Civil Engineer Base Maintenance Contract;Jacobs (NYSE: J) was awarded as the major subcontractor and supporting partner to the $249M contract for the Chugach Logistics and Facility Services Joint Venture, LLC for MacDill Air Force Base support services.;Wed, 13 Mar 2024 11:45:00 +0000;J_2024-03-13;0.8074;0.3182
a85ea447-e993-30ca-8c05-f4dcbc56200f;J;Jacobs and Mott MacDonald Appointed Technical Partner by Thames Water in the UK;Jacobs (NYSE:J) and Mott MacDonald have been selected by Thames Water, the U.K.'s largest water and waste utility, as technical partner to support delivery of the water company's $5.9 billion (£4.7B) future asset investment programs under its Strategic Resource Option (SRO) framework.;Mon, 11 Mar 2024 08:00:00 +0000;J_2024-03-11;0.34;0.0
0957def3-a7e7-38c7-b65b-054ec4218268;J;Jacobs Awarded Lead Design Consultant for Middle East Urban Development Project;Jacobs (NYSE:J) has been appointed by Rua Al Madinah Holding Company as the Lead Design Consultant for a major urban development project in Al Madinah Al-Munawarah, Saudi Arabia. The appointment was announced during the Public Investment Fund's Private Sector Forum.;Thu, 15 Feb 2024 10:23:00 +0000;J_2024-02-15;0.0;0.4019
0d5eda6c-c1bd-3882-874a-254cb79a5f79;J;Jacobs Reports Fiscal First Quarter 2024 Earnings;Jacobs Solutions Inc. (NYSE: J) today announced its financial results for the fiscal first quarter ended December 29, 2023.;Tue, 06 Feb 2024 11:40:00 +0000;J_2024-02-06;0.1779;0.0
eeadb282-6995-3676-ba3e-094a5e71ee8b;J;Jacobs Increases Quarterly Dividend;The Board of Directors of Jacobs (NYSE:J) has declared a quarterly cash dividend payable to shareholders in the amount of $0.29 per share of Jacobs common stock, an increase of 11.5% from its previous quarterly dividend of $0.26. This dividend will be paid on March 22, 2024, to shareholders of record as of the close of business on Feb. 23, 2024.;Thu, 25 Jan 2024 17:27:00 +0000;J_2024-01-25;0.5423;0.0
65a18292-1621-336e-939d-163f9af0e9e5;J;Jacobs Awarded $132 Million UK Ministry of Defence Research and Technology Contract;Jacobs (NYSE:J) was selected to supply research and technology services to the United Kingdom's naval nuclear propulsion program.;Thu, 25 Jan 2024 09:00:00 +0000;J_2024-01-25;0.4215;0.4767
2c0010ac-c5f9-3a37-8aef-5c90e55475b7;J;Jacobs to Manage Sustainable Transport Program for Ireland's National Transport Authority;Jacobs (NYSE:J) has been selected by the National Transport Authority (NTA) in Ireland as consultant for the BusConnects Cork Sustainable Transport Corridors program, planned to connect communities and enhance mobility in Cork, Ireland's second largest city.;Tue, 23 Jan 2024 09:00:00 +0000;J_2024-01-23;0.0772;0.0772
5a8c7c05-146b-38a0-9be4-1af9c09ce00e;J;Jacobs to Hold Its Fiscal First Quarter 2024 Earnings Conference Call and Webcast;Jacobs (NYSE:J) plans to release its fiscal first quarter 2024 earnings results before market open on Tuesday, Feb. 6, 2024, and will host a conference call at 10:00 a.m. ET, during which management will make a presentation focusing on the company's results and operating trends.;Tue, 16 Jan 2024 15:46:00 +0000;J_2024-01-16;0.0;0.0
7db1c79d-c323-3080-8217-379325f5bb94;J;Jacobs Appointed as Sunwater's Engineering and Professional Services Partner;Jacobs (NYSE:J), as part of the Prosperity Joint Venture with AECOM, has been appointed as Engineering and Professional Services Partner by Sunwater Limited, a bulk water service provider in Queensland, Australia. The appointment is for an initial five-year period with possible extension for another five years at the end of the term.;Tue, 19 Dec 2023 20:33:00 +0000;J_2023-12-19;-0.2263;0.0
877f2632-223d-381d-aa5f-7cce7ebced9c;J;Jacobs to Provide Technical Advisory for M28 Motorway in Ireland;Jacobs (NYSE:J) has been selected by Cork County Council as technical advisor for the new M28 motorway linking the N40 South Ring Road to the Port of Cork in Ringaskiddy, in County Cork, Ireland. Jacobs' scope includes consultancy services during the design, construction and closeout phases of the project.;Mon, 18 Dec 2023 09:00:00 +0000;J_2023-12-18;0.0;0.0
94f94d9e-1822-390d-9896-fa53f9c41d68;J;Jacobs Supports Innovative Nuclear Reactor Developer in France;Jacobs (NYSE: J) was selected to support Naarea, a French start-up which is developing a new nuclear power reactor, by assisting with nuclear safety as well as several engineering disciplines including control and instrumentation, mechanical and process.;Wed, 13 Dec 2023 08:00:00 +0000;J_2023-12-13;0.765;0.6597
a7e2c54c-ef25-359e-988f-8623a170f327;J;Jacobs Reports Fiscal Fourth Quarter and Fiscal Year 2023 Earnings;Jacobs Solutions Inc. (NYSE: J) today announced its financial results for the fiscal fourth quarter and fiscal year ended September 29, 2023.;Tue, 21 Nov 2023 11:40:00 +0000;J_2023-11-21;0.1779;0.0
fe07d38c-55ed-3b0e-8d49-e24c3e1cc2e2;J;Contractor Jacobs to merge government consulting units with rival Amentum;Jacobs said in a statement it expects to have up to 63% stake in the combined company, with 51% held by shareholders and 7.5-12% retained by the company.  The combined entity, which will include units Critical Mission Solutions (CMS) and Cyber & Intelligence government services, will become a new publicly listed company, Jacobs added.  The CMS platform provides cybersecurity, data analytics and software application services and consulting to civilian, defense and intelligence clients in industries including space, national security, nuclear waste and 5G technology.;Tue, 21 Nov 2023 05:30:44 +0000;J_2023-11-21;0.7003;0.0
bb31b4af-d9c4-32f8-8d17-af89cc86967c;K;Left no crumbs? Nearly half of America's late-night snackers do it in bed, according to survey;Kellanova (formerly Kellogg Company) today announced the release of its 2024 Late-Night Snacking survey, which has shown that bedtime isn't just for sleep in America. In a survey of more than 1,000 U.S. adults conducted to better understand Americans' late-night snacking preferences, nearly 44% of the people who snack late at night do so while in bed – with 58% of adults ages 18-24 noting this is their location of choice for late-night snacks. The survey also found that late night nibblers favor;Tue, 16 Apr 2024 11:55:00 +0000;K_2024-04-16;0.6808;-0.296
51065e69-65da-3408-9294-22394f4dc79a;K;RICE KRISPIES TREATS® FANS REJOICE! OUR #1 MOST REQUESTED FLAVOR HAS ARRIVED: CHOCOLATEY PEANUT BUTTER;You asked. We listened. Our #1 most requested flavor* is hitting shelves this spring to give fans a whole new way to enjoy this Sticking Delicious snack: Rice Krispies Treats® Chocolatey Peanut Butter.;Mon, 15 Apr 2024 12:00:00 +0000;K_2024-04-15;0.7845;0.6027
67305d58-d0c6-352e-827e-2c0909eb860f;K;3 Severely Undervalued Packaged-Food Stocks Due to Pop Soon;"With stocks running into a bit of a speed bump this week, with the S&amp;P 500 falling below the 5,200 mark again, some tech-heavy investors may wonder if now’s a good time to play some defense. Just because the broader markets are feeling weighed down doesn’t mean there aren’t individual stocks that can shrug off the volatility and find the means to move higher. The consumer-packaged foods scene holds some overlooked and potentially undervalued stocks that may have what it takes to fare better as r";Thu, 11 Apr 2024 18:46:12 +0000;K_2024-04-11;0.8176;-0.4588
25d7ad77-b51c-3016-9823-89016413ae70;K;PRINGLES® AND CROCS™ COMBINE FASHION AND FLAVOR WITH A ONE-OF-A-KIND CRUSH BOOT, FIRST-EVER CROCS-INSPIRED CRISPS AND MORE DELICIOUS DESIGNS IN GLOBAL COLLECTION;That's right – you can now put your Pringles® in sport mode. For the first time, the flavor masterminds at Pringles are entering the world of footwear with the leader in innovative casual shoes, Crocs, to deliver the most flavorful collaboration yet – the Pringles x Crocs Collection.;Thu, 11 Apr 2024 15:00:00 +0000;K_2024-04-11;0.5719;0.5256
0532c7eb-bc9c-3380-9ba6-45bf9c1e4c53;K;Kellanova 2024 Annual Shareowners Meeting to be Webcast Live;Kellanova (NYSE: K) will host a live audio webcast of its 2024 Annual Meeting of Shareowners. Presentation slides will be available for viewing and download.;Wed, 10 Apr 2024 18:00:00 +0000;K_2024-04-10;0.0;0.0
368601b5-2e6b-38eb-8a05-1c943e5e02ea;K;Kellanova (K) is a Top-Ranked Value Stock: Should You Buy?;Wondering how to pick strong, market-beating stocks for your investment portfolio? Look no further than the Zacks Style Scores.;Wed, 10 Apr 2024 13:40:10 +0000;K_2024-04-10;0.2732;0.34
bf25217c-eb98-3cf7-8229-674a6a40b4fb;K;Eggo® and Jewel-Osco give time, waffles to fight food insecurity in Northern Illinois;According to Feeding America, 1 in 11 Illinoisians are facing hunger. That's why Eggo®, a Kellanova brand, and Jewel-Osco have teamed up to tackle the ongoing issue of hunger in Chicagoland, with Eggo® donating almost 180,000 Eggo® waffles to Northern Illinois Food Bank.;Fri, 05 Apr 2024 13:00:00 +0000;K_2024-04-05;-0.4588;-0.6597
